yelpid,closed,scrapedurl,name,rating,review,verified,pricerange,categorylist,photos,phone,address,morebusinessinfo,openingtimes,lat,lng,seg
wasan-east-village-new-york,True,https://www.yelp.com/biz/wasan-east-village-new-york,Wasan East Village,4.1,168,Claimed,$$$,"Japanese, Tapas/Small Plates",487,(212) 777-1978,"108 E 4th St New York, NY 10003","Takes Reservations, Offers Takeout, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Intimate, Moderate Noise, Good for Groups, Street Parking, Full Bar, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, Not Good For Kids, No Wi-Fi, No TV, Bike Parking",Mon: 6:00 PM - 10:30 PM | Tue: 6:00 PM - 10:30 PM | Wed: 6:00 PM - 10:30 PM | Thu: 6:00 PM - 10:30 PM | Fri: 6:00 PM - 2:00 AM (Next day) | Sat: 6:00 PM - 2:00 AM (Next day) | Sun: 5:00 PM - 10:30 PM,,,5
okonomi-brooklyn,False,https://www.yelp.com/biz/okonomi-brooklyn,Okonomi,4.3,541,Claimed,$$$,"Japanese, Seafood",>1000,(929) 295-0480,"150 Ainslie St Brooklyn, NY 11211","Health Score A, Offers Delivery, Offers Takeout, No Reservations, Vegan Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Casual, Intimate, Moderate Noise, Good for Breakfast, Brunch, Lunch, Street Parking, Beer & Wine Only, Gender-neutral restrooms, Offers Catering, Not Good For Groups, Not Good For Kids, No Waiter Service, No Wi-Fi, No Happy Hour, Dogs Not Allowed, Not Wheelchair Accessible, No TV, Bike Parking","Mon: 9:00 AM - 2:30 PM, 6:00 PM - 10:00 PM | Tue: 9:00 AM - 2:30 PM, 6:00 PM - 10:00 PM | Wed: 9:00 AM - 2:30 PM, 6:00 PM - 10:00 PM | Thu: 9:00 AM - 2:30 PM, 6:00 PM - 10:00 PM | Fri: 9:00 AM - 2:30 PM, 6:00 PM - 10:00 PM | Sat: 9:00 AM - 2:30 PM, 6:00 PM - 10:00 PM | Sun: 9:00 AM - 2:30 PM, 6:00 PM - 10:00 PM",,,5
tuts-hub-royal-cuisine-astoria,True,https://www.yelp.com/biz/egypt-feteer-astoria,Egypt Feteer,3.5,82,Claimed,$$,"Egyptian, Halal, Mediterranean",185,NA,"3091 Steinway St Astoria, NY 11103","Health Score 30.0, Takes Reservations, Offers Delivery, Offers Takeout, Many Vegetarian Options, Accepts Credit Cards, Outdoor Seating, Offers Catering, Good for Groups, Street Parking, Waiter Service, Free Wi-Fi, Wheelchair Accessible, Not Good For Kids, No Alcohol, No TV, Bike Parking",Mon: Closed | Tue: 2:00 PM - 11:00 PM | Wed: 2:00 PM - 11:00 PM | Thu: 2:15 PM - 11:00 PM | Fri: 2:15 PM - 11:00 PM | Sat: 2:15 PM - 11:00 PM | Sun: 2:15 PM - 11:00 PM,,,5
lucys-vietnamese-kitchen-bushwick-2,False,https://www.yelp.com/biz/lucys-vietnamese-bushwick-brooklyn,Lucy's Vietnamese Bushwick,3.8,561,Claimed,$$,"Vietnamese, Sandwiches, Noodles",336,(347) 240-1599,"262 Irving Ave Brooklyn, NY 11237","Offers Delivery, Offers Takeout, No Reservations, Vegan Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Hipster, Casual, Moderate Noise, Offers Catering, Good For Kids, Good for Lunch, Dinner, Street Parking, Offers Military Discount, Open to All, Not Good For Groups, No Waiter Service, No Wi-Fi, No Alcohol, Dogs Not Allowed, Not Wheelchair Accessible, No TV, No Bike Parking",Mon: 12:00 PM - 10:00 PM | Tue: 12:00 PM - 10:00 PM | Wed: 12:00 PM - 10:00 PM | Thu: 12:00 PM - 10:00 PM | Fri: 12:00 PM - 10:00 PM | Sat: 12:00 PM - 10:00 PM | Sun: 12:00 PM - 10:00 PM,,,5
toro-new-york,True,https://www.yelp.com/biz/toro-nyc-new-york-3,Toro NYC,3.7,500,Claimed,$$$,"Tapas/Small Plates, Spanish, Tapas Bars",686,(212) 691-2360,"85 10th Ave New York, NY 10011","Takes Reservations, Offers Takeout, No Delivery, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Trendy, Classy, Loud, Good for Groups, Good for Dinner, Garage Parking, Street Parking, Private Lot Parking, Free Wi-Fi, Full Bar, No Outdoor Seating, Offers Catering, Not Good For Kids, No TV, Bike Parking",Mon: 5:00 PM - 10:00 PM | Tue: 5:00 PM - 10:00 PM | Wed: 5:00 PM - 10:00 PM | Thu: 5:00 PM - 11:00 PM | Fri: 5:00 PM - 11:00 PM | Sat: 5:00 PM - 11:00 PM | Sun: 5:00 PM - 10:00 PM,,,5
desmonds-new-york,True,https://www.yelp.com/biz/desmonds-new-york,Desmond's,3.5,32,Claimed,$$$$,"Gastropubs, British",30,(212) 207-4949,"153 E 60th St New York, NY 10022","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Moderate Noise, Good for Groups, Street Parking, Full Bar, No Outdoor Seating, Not Good For Kids, No Wi-Fi, No TV",Mon: 11:00 AM - 11:00 PM | Tue: 11:00 AM - 11:00 PM | Wed: 11:00 AM - 11:00 PM | Thu: 11:00 AM - 11:00 PM | Fri: Closed | Sat: Closed | Sun: 11:00 AM - 11:00 PM,,,5
the-cannibal-beer-and-butcher-new-york,True,https://www.yelp.com/biz/the-cannibal-new-york-7,The Cannibal,3.8,593,Claimed,$$,"New American, Butcher, Beer Bar",766,(212) 686-5480,"113 E 29th St New York, NY 10016","Takes Reservations, Offers Takeout, Accepts Credit Cards, Accepts Android Pay, Accepts Cryptocurrency, Outdoor Seating, Casual, Moderate Noise, Offers Catering, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Best nights on Friday, Saturday, Sunday, Beer & Wine Only, Wheelchair Accessible, TV, Not Good For Kids, Not Good For Dancing, No Pool Table, No Wi-Fi, No Smoking, No Drive-Thru, Bike Parking",Mon: 11:00 AM - 10:00 PM | Tue: 11:00 AM - 12:00 AM (Next day) | Wed: 11:00 AM - 12:00 AM (Next day) | Thu: 11:00 AM - 12:00 AM (Next day) | Fri: 11:00 AM - 12:00 AM (Next day) | Sat: 11:00 AM - 12:00 AM (Next day) | Sun: 11:00 AM - 10:00 PM,,,5
m-wells-steakhouse-long-island-city,False,https://www.yelp.com/biz/m-wells-long-island-city-2,M. Wells,3.7,450,Claimed,$$$,"Steakhouses, Wine Bars, French",755,(718) 786-9060,"43-15 Crescent St Long Island City, NY 11101","Health Score A, Takes Reservations, Offers Takeout, Walk-ins Welcome, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Trendy, Classy, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good for Dinner, Street Parking, Private Lot Parking, Waiter Service, Free Wi-Fi, Happy Hour Specials, Full Bar, Wheelchair Accessible, TV, Gender-neutral restrooms, Private Dining, Not Good For Kids, Not Good For Dancing, Bike Parking",Mon: Closed | Tue: Closed | Wed: 5:00 PM - 10:00 PM | Thu: 5:00 PM - 10:00 PM | Fri: 5:00 PM - 10:00 PM | Sat: 5:00 PM - 10:00 PM | Sun: Closed,,,5
wassail-new-york,True,https://www.yelp.com/biz/wassail-new-york,Wassail,4.1,194,Claimed,$$,"New American, Cocktail Bars",215,(646) 918-6835,"162 Orchard St New York, NY 10002","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Trendy, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Best nights on Thursday, Friday, Saturday, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, No Outdoor Seating, Not Good For Kids, Not Good For Dancing, No Pool Table, No Smoking, Dogs Not Allowed, No TV, Bike Parking",Mon: Closed | Tue: 5:00 PM - 11:00 PM | Wed: 5:00 PM - 11:00 PM | Thu: 5:00 PM - 11:00 PM | Fri: 5:00 PM - 2:00 AM (Next day) | Sat: 4:00 PM - 2:00 AM (Next day) | Sun: Closed,,,5
biang-flushing-2,True,https://www.yelp.com/biz/biang-flushing-2,Biang,3.6,425,Claimed,$$,Chinese,623,(718) 888-7713,"41-10 Main St Flushing, NY 11355","Offers Takeout, No Reservations, No Delivery, Accepts Credit Cards, Accepts Cryptocurrency, Outdoor Seating, Casual, Moderate Noise, Good for Groups, Good For Kids, Street Parking, Offers Catering, No Wi-Fi, No TV, No Bike Parking",Mon: 11:30 AM - 11:00 PM | Tue: 11:30 AM - 11:00 PM | Wed: 11:30 AM - 11:00 PM | Thu: 11:30 AM - 11:00 PM | Fri: 11:30 AM - 12:00 AM (Next day) | Sat: 11:30 AM - 12:00 AM (Next day) | Sun: 11:30 AM - 11:00 PM,,,5
cascabel-taqueria-new-york-4,True,https://www.yelp.com/biz/cascabel-taqueria-new-york-4,Cascabel Taqueria,3.5,406,Claimed,$$,"Mexican, Cocktail Bars",413,(212) 717-8226,"1556 2nd Ave New York, NY 10028","Offers Delivery, Offers Takeout, No Reservations, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Classy, Casual, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good For Kids, Good for Brunch, Lunch, Dinner, Street Parking, Waiter Service, Free Wi-Fi, Best nights on Monday, Friday, Saturday, Happy Hour Specials, Full Bar, TV, Gender-neutral restrooms, Not Good For Dancing, No Pool Table, No Smoking, No Drive-Thru, Dogs Not Allowed, Not Wheelchair Accessible, Bike Parking",Mon: 11:00 AM - 10:00 PM | Tue: 11:00 AM - 10:00 PM | Wed: 11:00 AM - 10:00 PM | Thu: 11:00 AM - 10:00 PM | Fri: 11:00 AM - 11:00 PM | Sat: 11:00 AM - 11:00 PM | Sun: 11:00 AM - 10:00 PM,,,5
back-forty-west-new-york,True,https://www.yelp.com/biz/back-forty-west-new-york,Back Forty West,3.2,208,Claimed,$$,"Diners, New American, Bars",93,(212) 219-8570,"70 Prince St New York, NY 10012","Takes Reservations, Offers Takeout, No Delivery, Accepts Credit Cards, Accepts Cryptocurrency, Casual, Moderate Noise, Offers Catering, Good for Groups, Street Parking, Free Wi-Fi, Full Bar, No Outdoor Seating, Not Good For Kids, No Pool Table, No TV, Bike Parking",Mon: 8:30 AM - 10:00 PM | Tue: 8:30 AM - 10:00 PM | Wed: 8:30 AM - 10:00 PM | Thu: 8:30 AM - 10:00 PM | Fri: 8:30 AM - 10:30 PM | Sat: 10:30 AM - 10:30 PM | Sun: 10:30 AM - 6:00 PM,,,5
this-little-piggy-had-roast-beef-new-york,True,https://www.yelp.com/biz/this-little-piggy-had-roast-beef-new-york,This Little Piggy Had Roast Beef,3.9,392,Claimed,$,Sandwiches,129,(212) 253-1500,"149 1st Ave New York, NY 10003","Offers Delivery, Offers Takeout, No Reservations, Accepts Credit Cards, Divey, Casual, Moderate Noise, Good For Kids, Street Parking, No Outdoor Seating, Offers Catering, Not Good For Groups, No Wi-Fi, No Alcohol, No TV",Mon: 4:00 PM - 2:00 AM (Next day) | Tue: 11:00 AM - 2:00 AM (Next day) | Wed: 11:00 AM - 2:00 AM (Next day) | Thu: 11:00 AM - 2:00 AM (Next day) | Fri: 11:00 AM - 4:00 AM (Next day) | Sat: 11:00 AM - 4:00 AM (Next day) | Sun: 11:00 AM - 2:00 AM (Next day),,,5
the-mark-restaurant-new-york-2,False,https://www.yelp.com/biz/the-mark-restaurant-new-york-2,The Mark Restaurant,3.2,371,Claimed,$$$$,"French, New American",297,(212) 606-3030,"25 E 77th St The Mark Hotel New York, NY 10075","Health Score A, Takes Reservations, Offers Delivery, Offers Takeout, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Upscale, Classy, Moderate Noise, Dressy, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Full Bar, Dogs Allowed, Wheelchair Accessible, Offers Catering, Not Good For Kids, No TV, Bike Parking",Mon: 7:30 AM - 12:00 AM (Next day) | Tue: 7:30 AM - 12:00 AM (Next day) | Wed: 7:30 AM - 12:00 AM (Next day) | Thu: 7:30 AM - 12:00 AM (Next day) | Fri: 7:30 AM - 12:00 AM (Next day) | Sat: 7:30 AM - 12:00 AM (Next day) | Sun: 7:30 AM - 12:00 AM (Next day),,,5
dizengoff-nyc-new-york,True,https://www.yelp.com/biz/dizengoff-nyc-new-york,Dizengoff NYC,4.2,183,Claimed,$$,Middle Eastern,260,(646) 833-7097,"75 9th Ave New York, NY 10011","Offers Delivery, Offers Takeout, No Reservations, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Casual, Moderate Noise, Casual Dress, Good For Kids, Good for Lunch, Dinner, Street Parking, Free Wi-Fi, Beer & Wine Only, No Outdoor Seating, Offers Catering, Not Good For Groups, No Waiter Service, No TV, Bike Parking",Mon: 11:00 AM - 9:00 PM | Tue: 11:00 AM - 9:00 PM | Wed: 11:00 AM - 9:00 PM | Thu: 11:00 AM - 9:00 PM | Fri: 11:00 AM - 10:00 PM | Sat: 11:00 AM - 10:00 PM | Sun: 11:00 AM - 9:00 PM,,,5
legend-bar-and-restaurant-new-york-2,True,https://www.yelp.com/biz/new-legend-new-york-2,New Legend,3.3,25,Claimed,$$,"Hot Pot, Szechuan, Dim Sum",59,NA,"88 7th Ave New York, NY 10011","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Casual, Offers Catering, Good for Groups, Good For Kids, Street Parking, Waiter Service, Free Wi-Fi, Full Bar, Wheelchair Accessible, TV, No Outdoor Seating, Dogs Not Allowed, Bike Parking",Mon: 11:30 AM - 10:30 PM | Tue: 11:30 AM - 10:30 PM | Wed: 11:30 AM - 10:30 PM | Thu: 11:30 AM - 10:30 PM | Fri: 11:30 AM - 10:30 PM | Sat: 12:00 PM - 10:30 PM | Sun: 12:00 PM - 10:30 PM,,,5
llama-inn-brooklyn,False,https://www.yelp.com/biz/llama-inn-brooklyn,Llama Inn,3.8,730,Claimed,$$$,"Peruvian, Bars",>1000,(718) 387-3434,"50 Withers St Brooklyn, NY 11211","Health Score A, Takes Reservations, Offers Delivery, Offers Takeout, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Trendy, Loud, Offers Catering, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Best nights on Tuesday, Friday, Saturday, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Not Good For Kids, Not Good For Dancing, No Pool Table, No Smoking, No TV, Bike Parking, Provides reusable tableware","Mon: 5:30 PM - 10:00 PM | Tue: 5:30 PM - 10:00 PM | Wed: 5:30 PM - 10:00 PM | Thu: 5:30 PM - 10:00 PM | Fri: 5:00 PM - 11:00 PM | Sat: 11:00 AM - 3:00 PM, 5:00 PM - 11:00 PM | Sun: 11:00 AM - 3:00 PM, 5:00 PM - 10:00 PM",,,5
abigail-cafe-and-wine-bar-brooklyn,True,https://www.yelp.com/biz/abigail-cafe-and-wine-bar-brooklyn,Abigail Cafe and Wine Bar,2.7,163,Claimed,$$,"New American, Wine Bars",5,(718) 399-3200,"807 Classon Ave Brooklyn, NY 11238","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Casual, Moderate Noise, Casual Dress, Good for Groups, Garage Parking, Street Parking, Free Wi-Fi, Beer & Wine Only, No Outdoor Seating, Offers Catering, Not Good For Kids, No TV",Mon: 9:00 AM - 11:00 PM | Tue: 9:00 AM - 11:00 PM | Wed: 9:00 AM - 11:00 PM | Thu: 9:00 AM - 11:00 PM | Fri: 9:00 AM - 12:00 AM (Next day) | Sat: 10:00 AM - 12:00 AM (Next day) | Sun: Closed,,,5
catch-new-york-3,False,https://www.yelp.com/biz/catch-nyc-new-york,Catch NYC,3.3,2797,Claimed,$$$,"Asian Fusion, Sushi Bars, Seafood",>1000,(212) 392-5978,"21 9th Ave New York, NY 10014","Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Trendy, Moderate Noise, Dressy, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Happy Hour Specials, Full Bar, Wheelchair Accessible, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Offers Catering, Dogs Not Allowed, No TV, Bike Parking","Mon: 5:00 PM - 10:00 PM | Tue: 5:00 PM - 10:00 PM | Wed: 5:00 PM - 10:00 PM | Thu: 5:00 PM - 10:30 PM | Fri: 5:00 PM - 11:30 PM | Sat: 11:30 AM - 3:00 PM, 5:00 PM - 11:30 PM | Sun: 11:30 AM - 3:00 PM, 5:00 PM - 10:00 PM",,,5
bab-al-yemen-brooklyn-3,True,https://www.yelp.com/biz/bab-al-yemen-brooklyn-3,Bab Al Yemen,4.4,103,Claimed,$$,Middle Eastern,111,(718) 943-6961,"413 Bay Ridge Ave Brooklyn, NY 11209","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Casual, Quiet, Casual Dress, Offers Catering, Good for Groups, Good For Kids, Street Parking, Free Wi-Fi, No Outdoor Seating, No Alcohol, No TV",Mon: 4:00 PM - 1:00 AM (Next day) | Tue: 4:00 PM - 1:00 AM (Next day) | Wed: 4:00 PM - 1:00 AM (Next day) | Thu: 4:00 PM - 1:00 AM (Next day) | Fri: 4:00 PM - 1:00 AM (Next day) | Sat: 4:00 PM - 1:00 AM (Next day) | Sun: 4:00 PM - 1:00 AM (Next day),,,5
birreria-new-york-3,False,https://www.yelp.com/biz/serra-by-birreria-at-eataly-flatiron-new-york,SERRA by Birreria at Eataly Flatiron,3.1,1963,Claimed,$$$,"Italian, Cocktail Bars",>1000,(212) 937-8910,"200 5th Ave Fl 14 New York, NY 10010","Health Score A, Takes Reservations, Offers Delivery, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Casual, Moderate Noise, Casual Dress, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Best nights on Thursday, Friday, Saturday, Full Bar, Wheelchair Accessible, Open to All, Offers Catering, Not Good For Dancing, No Pool Table, No Happy Hour, No Smoking, Dogs Not Allowed, No TV, Bike Parking, Provides reusable tableware",Mon: 11:00 AM - 10:30 PM | Tue: 11:00 AM - 10:30 PM | Wed: 11:00 AM - 10:30 PM | Thu: 11:00 AM - 10:30 PM | Fri: 11:00 AM - 10:30 PM | Sat: 11:00 AM - 10:30 PM | Sun: 11:00 AM - 10:30 PM,,,5
grindhaus-new-york-2,False,https://www.yelp.com/biz/grindhaus-brooklyn-2,Grindhaus,4.5,116,Unclaimed,$$,New American,84,(347) 597-3063,"275 Van Brunt St Brooklyn, NY 11231","Health Score Not Yet Graded, Takes Reservations, Offers Takeout, Vegan Options, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Hipster, Classy, Moderate Noise, Offers Catering, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Beer & Wine Only, Dogs Allowed, Wheelchair Accessible, Gender-neutral restrooms, Women-owned, Open to All, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Not Good For Groups, Not Good For Kids, No Happy Hour, No Drive-Thru, No TV, Bike Parking",Mon: 5:00 PM - 9:00 PM | Tue: Closed | Wed: Closed | Thu: 5:00 PM - 9:00 PM | Fri: 5:00 PM - 10:00 PM | Sat: 12:00 PM - 9:30 PM | Sun: 12:00 PM - 9:00 PM,,,5
lupa-new-york,False,https://www.yelp.com/biz/lupa-new-york,Lupa,4.0,1754,Claimed,$$$,Italian,>1000,(212) 982-5089,"170 Thompson St New York, NY 10012","Health Score A, Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Romantic, Moderate Noise, Casual Dress, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Waiter Service, Full Bar, Gender-neutral restrooms, Women-owned, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Offers Catering, No Wi-Fi, No Happy Hour, No Drive-Thru, Dogs Not Allowed, No TV, Bike Parking",Mon: 4:00 PM - 10:00 PM | Tue: 4:00 PM - 10:00 PM | Wed: 12:00 PM - 10:00 PM | Thu: 12:00 PM - 10:00 PM | Fri: 12:00 PM - 11:00 PM | Sat: 12:00 PM - 11:00 PM | Sun: 12:00 PM - 10:00 PM,,,5
patina-african-restaurant-bronx,True,https://www.yelp.com/biz/patina-african-restaurant-bronx,Patina African Restaurant,4.3,3,Claimed,$$,African,0,(718) 378-7700,"823 E 169th St Bronx, NY 10459","Offers Takeout, No Reservations, Accepts Credit Cards, Good for Groups",Mon: 11:00 AM - 11:00 PM | Tue: 11:00 AM - 11:00 PM | Wed: 11:00 AM - 11:00 PM | Thu: 11:00 AM - 11:00 PM | Fri: 11:00 AM - 2:00 AM (Next day) | Sat: 11:00 AM - 2:00 AM (Next day) | Sun: 11:00 AM - 11:00 PM,,,5
maharlika-new-york,True,https://www.yelp.com/biz/maharlika-new-york,Maharlika,4.0,1478,Claimed,$$,Filipino,>1000,(646) 392-7880,"111 1st Ave New York, NY 10003","Takes Reservations, Offers Takeout, No Delivery, Pescatarian Options, Limited Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Classy, Casual, Loud, Offers Catering, Good for Groups, Good For Kids, Good for Brunch, Dinner, Street Parking, Happy Hour Specials, Full Bar, No Outdoor Seating, No Wi-Fi, Dogs Not Allowed, No TV, Bike Parking","Mon: 12:00 PM - 3:30 PM, 5:30 PM - 10:00 PM | Tue: 12:00 PM - 3:30 PM, 5:30 PM - 10:00 PM | Wed: 12:00 PM - 3:30 PM, 5:30 PM - 10:00 PM | Thu: 12:00 PM - 3:30 PM, 5:30 PM - 10:00 PM | Fri: 12:00 PM - 3:30 PM, 5:00 PM - 11:00 PM | Sat: 11:00 AM - 3:30 PM, 5:00 PM - 11:00 PM | Sun: 11:00 AM - 3:30 PM, 5:00 PM - 10:00 PM",,,5
flip-new-york-2,False,https://www.yelp.com/biz/flip-new-york-2,Flip,3.3,123,Claimed,$$,Burgers,103,(212) 705-2993,"1000 3rd Ave Bloomingdale's New York, NY 10022","Health Score A, Takes Reservations, Offers Delivery, Offers Takeout, Many Vegetarian Options, Accepts Credit Cards, Classy, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Waiter Service, Free Wi-Fi, Full Bar, TV, No Outdoor Seating, No Bike Parking",Mon: 11:00 AM - 7:00 PM | Tue: 11:00 AM - 7:00 PM | Wed: 11:00 AM - 7:00 PM | Thu: 11:00 AM - 7:00 PM | Fri: 11:00 AM - 7:00 PM | Sat: 11:00 AM - 6:00 PM | Sun: 11:00 AM - 6:00 PM,,,5
the-river-caf%c3%a9-brooklyn-3,False,https://www.yelp.com/biz/the-river-caf%c3%a9-brooklyn-3,The River Café,4.1,1303,Claimed,$$$$,"New American, Wine Bars, Venues & Event Spaces",>1000,(718) 522-5200,"1 Water St Brooklyn, NY 11201","Health Score A, Takes Reservations, Pescatarian Options, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Romantic, Upscale, Classy, Moderate Noise, Formal (Jacket Required), Offers Catering, Good for Groups, Good for Dinner, Valet Parking, Waiter Service, Best nights on Thursday, Friday, Saturday, Full Bar, Wheelchair Accessible, Private Dining, Not Good For Kids, Not Good For Dancing, Not Good For Working, No Wi-Fi, No Happy Hour, Dogs Not Allowed, No TV, Bike Parking",Mon: Closed | Tue: Closed | Wed: 5:00 PM - 9:30 PM | Thu: 5:00 PM - 9:30 PM | Fri: 5:00 PM - 9:30 PM | Sat: 5:00 PM - 9:30 PM | Sun: 5:00 PM - 9:30 PM,,,5
tabata-new-york-2,False,https://www.yelp.com/biz/tabata-ramen-new-york-5,Tabata Ramen,3.6,661,Claimed,$$,Japanese,650,(212) 290-7691,"540 9th Ave New York, NY 10018","Health Score B, Offers Delivery, Offers Takeout, No Reservations, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Casual, Moderate Noise, Good For Kids, Good for Lunch, Dinner, Street Parking, Waiter Service, Free Wi-Fi, Beer & Wine Only, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, Not Good For Groups, No Happy Hour, Dogs Not Allowed, Not Wheelchair Accessible, No TV, Bike Parking, Provides reusable tableware",Mon: 11:30 AM - 10:00 PM | Tue: 11:30 AM - 10:00 PM | Wed: 11:30 AM - 10:00 PM | Thu: 11:30 AM - 10:00 PM | Fri: 11:30 AM - 10:00 PM | Sat: 11:30 AM - 10:00 PM | Sun: 11:30 AM - 10:00 PM,,,5
